순위,스페인어,품사,의미,분류코드
3792,tolerancia,nf,tolerance,A-2
3793,entusiasmar,v,"fill with enthusiasm, excite",B-2
3794,educativo,adj,educational,A-2
3795,sopa,nf,soup,B-3
3796,rival,nc,rival,A-1-a
3797,ternura,nf,tenderness,B-2
3798,variante,nf,"variant, difference",A-2
3799,coser,v,sew,B-2
3800,molde,nm,"mold, cast, pattern",B-2
3801,vigente,adj,"in force, valid",B-2
3802,espectro,nm,"ghost, specter",A-2
3803,saludable,adj,"healthy, wholesome",B-2
3804,recorte,nm,"clipping, cutting, trimming",B-2
3805,reglamento,nm,"regulations, rules",B-2
3806,apretado,adj,"tight, jammed",B-2
3807,vitalidad,nf,"vitality, health",A-2
3808,cuidadosamente,adv,carefully,B-2
3809,adaptación,nf,adaptation,A-2
3810,etiqueta,nf,"label, etiquette",B-2
3811,obviamente,adv,obviously,A-2
3812,muralla,nf,city wall,B-2
3813,desaparecido,adj,missing,B-2
3814,represión,nf,repression,A-2
3815,reducción,nf,reduction,A-2
3816,difusión,nf,"spread, diffusion",A-2
3817,pésimo,adj,"dreadful, awful",B-2
3818,encargo,nm,"job, order, errand",B-2
3819,madurar,v,"mature, ripen",A-2
3820,almorzar,v,to have lunch,B-2
3821,oeste,nm,West,B-2
3822,albergar,v,"lodge, harbor",B-2
3823,complacer,v,"please, satisfy",B-2
3824,pescador,nm/f,fisherman,B-2
3825,diagnóstico,nm,diagnosis,A-2
3826,cuadra,nf,(city) block,B-2
3827,remover,v,to remove,A-2
3828,pecar,v,to sin,B-2
3829,rienda,nf,"rein, restraint",B-2
3830,crueldad,nf,"cruelty, harshness",A-2
3831,acontecer,v,"happen, come about",B-2
3832,ansia,nf (el),"anxiety, anguish",B-2
3833,cúpula,nf,"cupola, dome",B-2
3834,desbordar,v,"overflow, spill over",B-2
3835,llama,nf,"flame, llama",A-4
3836,alegar,v,"plead, argue",B-2
3837,vegetación,nf,vegetation,A-2
3838,lema,nm,"motto, slogan",B-2
3839,encarar,v,"front, confront",B-2
3840,bote,nm,"boat, container",B-2
3841,solar,adj,solar,A-1-a
3842,inevitablemente,adv,inevitably,A-2
3843,perfume,nm,perfume,A-1-a
3844,central,nf,headquarters,A-1-a
3845,egoísta,adj,selfish,B-2
3846,pertenencia,nf,"membership, property",B-2
3847,exótico,adj,exotic,A-2
3848,tranquilizar,v,to calm down,B-2
3849,casita,nf,cottage,B-2
3850,emigrar,v,to emigrate,A-2
3851,alianza,nf,alliance,A-2
3852,físicamente,adv,physically,A-2
3853,fascinante,adj,fascinating,A-2
3854,áspero,adj,"rough, coarse, harsh",B-2
3855,desechar,v,to discard,B-2
3856,ratón,nm,"mouse, rat",B-2
3857,hazaña,nf,"deed, heroic feat",B-2
3858,dureza,nf,"hardness, toughness",B-2
3859,sábana,nf,(bed) sheet,B-2
3860,revisión,nf,checking revision,A-2
3861,retirada,nf,"retreat, withdrawal",B-2
3862,básicamente,adv,basically,A-2
3863,aroma,nm,aroma,A-1-a
3864,optimismo,nm,optimism,A-2
3865,mate,nm,mate (beverage),B-2
3866,lujoso,adj,luxurious,A-3
3867,evento,nm,event,A-1-a
3868,físico,nm/f,physicist,A-2
3869,estrenar,v,"use for the first time, debut",B-2
3870,pasto,nm,"grass, pasture",B-2
3871,hostil,adj,"hostile, unfriendly",A-2
3872,gallo,nm,rooster,A-3
3873,tropical,adj,tropical,A-2
3874,rendimiento,nm,"yield, output, efficiency",B-2
3875,lentitud,nf,slowness,B-2
3876,aula,nf (el),classroom,B-2
3877,incitar,v,to incite,A-2
3878,franco,adj,"open, frank, outspoken",B-2
3879,inédito,adj,unpublished,B-2
3880,uniforme,adj,uniform,A-1-a
3881,himno,nm,"hymn, anthem",A-1-b
3882,sindicato,nm,trade union,B-2
3883,mariposa,nf,"butterfly, wing nut",B-2
3884,propiciar,v,"favor, foster, aid",B-2
3885,fidelidad,nf,"faithfulness, accuracy",A-2
3886,retraso,nm,delay,B-2
3887,desplazamiento,nm,"movement, removal",B-2
3888,cuestionar,v,to question,A-2
3889,integrante,adj,"integral, part of a group",A-2
3890,lingüístico,adj,linguistic,A-2
3891,compatriota,nc,fellow countryman,A-3
3892,mexicano,adj,Mexican,B-2
3893,fundir,v,"melt, cast, smelt",B-2
3894,localidad,nf,"town, locality",A-2
3895,reprimir,v,to repress,A-2
3896,autorizado,adj,authorized,A-2
3897,leal,adj,"loyal, faithful",B-2
3898,lobo,nm,wolf,B-2
3899,asamblea,nf,assembly,B-2
3900,pañuelo,nm,"handkerchief, shawl",B-2
3901,meditar,v,"meditate, ponder",A-2
3902,temblor,nm,"tremor, shudder, shiver",B-2
3903,gira,nf,tour,B-2
3904,manto,nm,cloak,A-3
3905,cubano,adj,Cuban,B-2
3906,asombro,nm,"amazement, astonishment",B-2
3907,gobernador,nm,governor,B-2
3908,amplitud,nf,"breadth, extent, range",A-2
3909,carbón,nm,"coal, charcoal",A-2
3910,campamento,nm,"camp, camping",B-2
3911,sangriento,adj,bloody,B-2
3912,matemático,adj,mathematical,A-2
3913,portugués,adj,Portuguese,A-2
3914,intensamente,adv,intensely,A-2
3915,suavemente,adv,softly,B-2
3916,excursión,nf,excursion,A-2
3917,predicar,v,to preach,A-3
3918,encarnar,v,to embody,A-3
3919,lamentablemente,adv,regrettably,A-3
3920,tomate,nm,tomato,B-2
3921,negociar,v,"negotiate, deal (with/in)",A-2
3922,cinturón,nm,belt,B-2
3923,estático,adj,"static, motionless",A-2
3924,antaño,adv,"in days gone by, last year",B-2
3925,bulto,nm,"bulk, shape",B-2
3926,adónde,adv,to where?,B-2
3927,vocabulario,nm,vocabulary,A-2
3928,especulación,nf,"speculation, conjecture",A-2
3929,manual,nm,"manual, handbook",A-1-a
3930,representativo,adj,representative,A-2
3931,honrar,v,to honor,A-2
3932,disparo,nm,"shot, discharge",B-2
3933,desencadenar,v,"unleash, unchain",B-2
3934,residuo,nm,"residue, waste",A-2
3935,vanidad,nf,"vanity, conceit",A-2
3936,ofender,v,to offend,A-2
3937,renovación,nf,"renewal, renovation",A-2
3938,enfriar,v,to cool,B-2
3939,furioso,adj,furious,A-2
3940,estudioso,adj,studious,B-2
3941,ilustrar,v,to illustrate,A-2
3942,ratificar,v,to ratify,A-3
3943,peste,nf,"plague, pestilence, pest",A-1-b
3944,expedición,nf,expedition,A-2
3945,destrozar,v,rip/break into pieces,B-2
3946,vasco,adj,Basque,B-2
3947,simular,v,"pretend, simulate",A-2
3948,complementario,adj,"additional, complementary",A-2
3949,mecánica,nf,"mechanics, mechanism",A-2
3950,electricidad,nf,electricity,A-2
3951,insólito,adj,"unusual, uncommon",B-2
3952,temeroso,adj,fearful,B-2
3953,extraordinariamente,adv,extraordinarily,A-2
3954,ascensor,nm,elevator,B-2
3955,bicicleta,nf,bicycle,B-2
3956,consagrado,adj,"dedicated, consecrated",B-2
3957,aporte,nm,contribution,B-2
3958,despierto,adj,awake,B-2
3959,beca,nf,"scholarship, grant",B-2
3960,consentir,v,"consent to, pamper",A-2
3961,trigo,nm,wheat,B-2
3962,paralizar,v,to paralyze,A-2
3963,disipar,v,"dissipate, disperse",A-2
3964,incrementar,v,to increase,A-2
3965,plataforma,nf,"platform, springboard",A-2
3966,maestra,nf,teacher (f),A-3
3967,clínica,nf,clinic,A-2
3968,heredero,nm,"heir, heiress",A-3
3969,embarazada,adj,pregnant,B-2
3970,estadio,nm,stadium,A-2
3971,latinoamericano,adj,Latin American,B-2
3972,tecnológico,adj,technological,A-2
3973,desfile,nm,"parade, line, formation",B-2
3974,buque,nm,"ship, vessel, hull",B-2
3975,parentesco,nm,kinship,B-2
3976,fallo,nm,"mistake, blunder, fault",B-2
3977,rebeldía,nf,"rebelliousness, defiance",B-2
3978,desigual,adj,"unequal, uneven, irregular",B-2
3979,corrección,nf,"correction, amendment",A-2
3980,chispa,nf,spark,B-2
3981,virgen,nf,virgin,A-1-b
3982,reprochar,v,to reproach,B-2
3983,supervivencia,nf,survival,B-2
3984,caridad,nf,charity,A-2
3985,alumbrar,v,"light, illuminate",B-2
3986,comunión,nf,communion,A-2
3987,embajador,nm/f,ambassador,B-2
3988,tercio,nm,third,B-2
3989,iluminación,nf,"illumination, lighting",A-2
3990,censura,nf,"censorship, criticism",A-2
3991,disputa,nf,"dispute, argument, quarrel",B-2
3992,esplendor,nm,splendor,A-2
3993,inscribir,v,"register, record",A-3
3994,perjuicio,nm,"damage, loss",B-2
3995,medalla,nf,"medal, medallion",A-1-b
3996,lealtad,nf,"loyalty, faithfulness",B-2
3997,divorcio,nm,divorce,A-2
3998,dotar,v,"endow, bestow",B-2
3999,enfoque,nm,"focus, approach",B-2
4000,civilizado,adj,civilized,A-2
4001,firmeza,nf,firmness,B-2
4002,indudable,adj,unquestionable,B-2
4003,colina,nf,"hill, slope",B-2
4004,parcela,nf,piece of property,B-2
4005,jaula,nf,"cage, crate, playpen",B-2
4006,ajuste,nm,"adjustment, settlement",B-2
4007,lateral,adj,"side, lateral",A-2
4008,entierro,nm,burial,B-2
4009,reventar,v,"burst, puncture",B-2
4010,servidor,nm/f,servant,A-3
4011,superioridad,nf,superiority,A-2
4012,turismo,nm,tourism,A-2
4013,barbaridad,nf,atrocity,B-2
4014,rollo,nm,"roll, coil",B-2
4015,arbitrario,adj,arbitrary,A-2
4016,triángulo,nm,triangle,A-2
4017,aislamiento,nm,isolation,B-2
4018,alivio,nm,"relief, unburdening",B-2
4019,entrenamiento,nm,training,B-2
4020,truco,nm,"trick, ruse",B-2
4021,respetable,adj,respectable,A-2
4022,disparate,nm,"nonsense, blunder",B-2
4023,cocinero,nm/f,cook,B-2
4024,aburrir,v,"bore, tire",B-2
4025,diminuto,adj,"diminutive, tiny, minute",A-3
4026,celeste,adj,"heavenly, sky-blue",A-3
4027,fotógrafo,nm/f,photographer,A-2
4028,imposición,nf,imposition,A-2
4029,diluir,v,"dilute, weaken",A-3
4030,convincente,adj,convincing,B-2
4031,consuelo,nm,"comfort, consolation",B-2
4032,periodístico,adj,journalistic,A-2
4033,cariñoso,adj,affectionate,A-3
4034,transmisión,nf,"broadcast, transmission",A-2
4035,titular,v,"title, call",B-2
4036,sendero,nm,(foot) path,B-2
4037,frecuentar,v,"frequent, visit",A-2
4038,desacuerdo,nm,disagreement,B-2
4039,academia,nf,academy,A-2
4040,acertado,adj,"correct, accurate",B-2
4041,catedral,nf,cathedral,A-1-b
4042,mediocre,adj,mediocre,A-2
4043,vanguardia,nf,"vanguard, forefront",B-2
4044,desafiar,v,"defy, stand up to",B-2
4045,agitado,adj,"agitated, irritated",A-2
4046,precario,adj,precarious,A-2
4047,sanitario,adj,"health, sanitary, clean",A-2
4048,comprensible,adj,understandable,A-2
4049,cuidadoso,adj,"careful, cautious",B-2
4050,despojar,v,"deprive, rob",B-2
4051,embarazo,nm,pregnancy,B-2
4052,imposibilidad,nf,impossibility,A-2
4053,irracional,adj,irrational,A-2
4054,reinar,v,"reign, prevail",A-1-b
4055,hundido,adj,"buried, sunken",B-2
4056,reportaje,nm,news report,B-2
4057,tambor,nm,drum,B-2
4058,fundación,nf,foundation,A-2
4059,transparencia,nf,"transparency, slide",A-2
4060,elegancia,nf,"elegance, style",A-2
4061,criminal,nc,criminal,A-1-b
4062,elogio,nm,"praise, eulogy, compliment",B-2
4063,manta,nf,blanket,B-2
4064,dinámico,adj,dynamic,A-2
4065,hervir,v,to boil,B-2
4066,sereno,adj,"serene, calm",A-2
4067,retirado,adj,"retired, remote, secluded",B-2
4068,alerta,nf,alert,A-1-b
4069,sinceridad,nf,sincerity,A-2
4070,cátedra,nf,academic chair,B-2
4071,refinado,adj,refined,A-2
4072,repertorio,nm,"repertoire, list, index",A-2
4073,plancha,nf,"(electric) iron, plate, sheet",B-2
4074,terraza,nf,"terrace, balcony",A-2
4075,gala,nf,gala (performance/dinner),A-1-b
4076,era,nf,"era, age",A-1-a
4077,arranque,nm,"start, outburst, kick-start",B-2
4078,patada,nf,"kick, punt",B-2
4079,disculpar,v,to excuse,B-2
4080,lapso,nm,lapse,A-3
4081,sudor,nm,"sweat, perspiration",B-2
4082,apetito,nm,appetite,A-2
4083,íntimamente,adv,intimately,A-2
4084,indicación,nf,indication,A-2
4085,perdurar,v,"last, live on, endure",A-3
4086,aliado,nm,ally,B-2
4087,presidencia,nf,presidency,A-2
4088,maldito,adj,"damned, wretched",B-2
4089,consejero,nm/f,"advisor, counselor",B-2
4090,inundar,v,"flood, inundate",B-2
4091,consigna,nf,"watchword, motto, slogan",B-2
4092,cortesía,nf,courtesy,A-3
4093,inmóvil,adj,"immovable, motionless",A-2
4094,atributo,nm,"attribute, quality",A-2
4095,furia,nf,"fury, rage",A-1-b
4096,grosero,adj,"crude, rude, crass",B-2
4097,catalán,adj,Catalan,B-2
4098,estatura,nf,"stature, height",B-2
4099,vejez,nf,old age,B-2
4100,terremoto,nm,earthquake,A-3
4101,articular,v,to articulate,A-2
4102,tira,nf,"strip, strap",B-2
4103,emisor,nm,"transmitter, emitter",A-2
4104,relevante,adj,"relevant, significant",A-2
4105,integridad,nf,integrity,A-2
4106,autorización,nf,authorization,A-2
4107,audaz,adj,"audacious, bold",A-3
4108,seminario,nm,"seminar, seminary",A-2
4109,marea,nf,"wave, tide, ebb",B-2
4110,resentimiento,nm,resentment,B-2
4111,delincuente,nc,delinquent,A-3
4112,debilitar,v,"weaken, debilitate",B-2
4113,fingir,v,"feign, pretend",B-2
4114,igualar,v,"equate, equalize",A-2
4115,disfrazado,adj,disguised,B-2
4116,trepar,v,to climb,B-2
4117,mutuamente,adv,"mutually, each other",A-2
4118,correctamente,adv,correctly,A-2
4119,ágil,adj,agile,A-2
4120,atrasado,adj,"behind, slow",B-2
4121,esqueleto,nm,"skeleton, framework",A-1-b
4122,indignación,nf,indignation,A-2
4123,agradecido,adj,"grateful, thankful",B-2
4124,adicional,adj,additional,A-2
4125,escultura,nf,"sculpture, carving",A-2
4126,condicionado,adj,conditioned,A-2
4127,infinidad,nf,"infinity, countless",A-2
4128,pilar,nm,"pillar, column",A-1-a
4129,óptimo,adj,optimum,A-2
4130,súbito,adj,sudden,B-2
4131,regular,v,"regulate, adjust",A-2
4132,vosotros,pron,you (subj-pl/+fam),B-1
4133,rematar,v,"finish off, finish up",B-2
4134,incomprensible,adj,incomprehensible,A-2
4135,independientemente,adv,independently,A-2
4136,percepción,nf,perception,A-2
4137,minoría,nf,minority,A-2
4138,deterioro,nm,"deterioration, damage",B-2
4139,argumentar,v,"argue, deduce",A-2
4140,guapo,adj,"handsome, beautiful",B-2
4141,sanción,nf,"sanction, approval, penalty",A-2
4142,poblar,v,"populate, inhabit",A-2
4143,contradecir,v,"contradict, be inconsistent",A-2
4144,inmerso,adj,"engrossed, immersed",A-2
4145,manipular,v,"manipulate, handle",A-2
4146,maleta,nf,"suitcase, case",B-2
4147,faena,nf,"task, job, performance",B-2
4148,regar,v,"water, irrigate",B-2
4149,evocar,v,"evoke, recall",A-3
4150,serpiente,nf,snake,A-3
4151,proveniente,adj,coming from,B-2
4152,primordial,adj,"fundamental, primary",A-2
4153,agitación,nf,"agitation, excitement",A-2
4154,prosperar,v,"prosper, thrive",A-2
4155,ganancia,nf,"gain, profit",B-2
4156,genético,adj,genetic,A-2
4157,pino,nm,pine (tree),A-1-b
4158,arrasar,v,"raze, ravage",B-2
4159,rebajar,v,to discount,B-2
4160,entrevistar,v,to interview,B-2
4161,infeliz,adj,"unhappy, unfortunate",B-2
4162,compacto,adj,"compact, dense",A-2
4163,llanto,nm,"crying, weeping",B-2
4164,ida,nf,"departure, first half of a trip",B-2
4165,criminal,adj,criminal,A-1-b
4166,coherente,adj,"coherent, connected",A-2
4167,falla,nf,"flaw, failure",B-2
4168,contribución,nf,contribution,A-2
4169,burla,nf,"mockery, joke, trick",B-2
4170,seguidor,nm,"follower, supporter, fan",B-2
4171,estratégico,adj,strategic,A-2
4172,perla,nf,pearl,A-1-a
4173,ético,adj,ethical,A-2
4174,integración,nf,integration,A-2
4175,enterado,adj,aware of,B-2
4176,siesta,nf,"siesta, afternoon nap",A-4
4177,replicar,v,to reply,A-3
4178,incipiente,adj,"incipient, beginning",A-2
4179,adornar,v,"adorn, to decorate",A-3
4180,alternativo,adj,"alternating, alternative",A-2
4181,expresivo,adj,expressive,A-2
4182,bigote,nm,mustache,B-2
4183,concurrir,v,"coincide, concur, meet",A-2
4184,niñez,nf,"childhood, infancy",B-2
4185,leña,nf,firewood,B-2
4186,atardecer,nm,"evening, dusk",B-2
4187,restaurar,v,"restore, reinstate",A-2
4188,retrasar,v,"delay, fall behind",B-2
4189,estatal,adj,"state, government-owned",B-2
4190,interrogante,nc,"question, interrogator",A-2
4191,palpar,v,"feel, touch, fondle",B-2
4192,perpetuo,adj,"continual, perpetual",A-2
4193,lente,nmf,"lens, [pl] glasses",A-3
4194,compás,nm,"rhythm, time, compass",A-2
4195,estéril,adj,"sterile, barren",A-2
4196,llanura,nf,"plain, prairie, plainness",B-2
4197,collar,nm,"collar, necklace",A-1-b
4198,veneno,nm,"poison, venom",A-3
4199,mármol,nm,marble,A-2
4200,biografía,nf,biography,A-2
4201,latente,adj,latent,A-1-b
4202,rebelión,nf,rebellion,A-2
4203,hígado,nm,liver,B-2
4204,ladrón,nm,thief,B-2
4205,aparentar,v,give the appearance,B-2
4206,holandés,adj,Dutch,B-2
4207,tablero,nm,"board, panel",B-2
4208,enterrado,adj,buried,B-2
4209,imitación,nf,imitation,A-2
4210,adelanto,nm,"advance, progress",B-2
4211,celoso,adj,jealous,B-2
4212,oscurecer,v,get dark,B-2
4213,constitucional,adj,constitutional,A-2
4214,intervalo,nm,"interval, gap",A-1-b
4215,trago,nm,"swig, drink",B-2
4216,fracción,nf,fraction,A-2
4217,convento,nm,"convent, monastery",A-2
4218,arroyo,nm,"brook, stream, gutter",B-2
4219,circular,adj,circular,A-2
4220,enlace,nm,"link, connection, bond",B-2
4221,torcer,v,"twist, bend, distort",B-2
4222,derramar,v,"shed, pour out",B-2
4223,diccionario,nm,dictionary,A-2
4224,reflejado,adj,reflected,B-2
4225,afueras,nf,"outskirts, suburbs",B-2
4226,agravar,v,to aggravate,A-2
4227,ceja,nf,"eyebrow, brow",B-2
4228,detallado,adj,"detailed, thorough",B-2
4229,interponer,v,"interpose, intervene",B-2
4230,topar,v,"run into, bump into",B-2
4231,constitución,nf,constitution,A-2
4232,enlazar,v,"link, connect",B-2
4233,clasificación,nf,classification,A-2
4234,atrapado,adj,trapped,B-2
4235,lío,nm,"mess, problem, bad situation",B-2
4236,sede,nf,"headquarters, seat",B-2
4237,colar,v,slip in [se],B-2
4238,altamente,adv,highly,B-2
4239,litro,nm,liter,A-2
4240,bandeja,nf,tray,B-2
4241,aproximación,nf,approximation,A-2
4242,liviano,adj,"light, frivolous",B-2
4243,entusiasmado,adj,"enthused, excited",B-2
4244,trapo,nm,"rag, cloth",B-2
4245,conocedor,nm,"expert, judge, connoisseur",B-2
4246,encaminar,v,"head for, guide",B-2
4247,altar,nm,altar,A-1-a
4248,acierto,nm,"good aim, guess, hit",B-2
4249,piloto,nm/f,"pilot, driver",A-1-a
4250,susceptible,adj,susceptible,A-2
4251,inolvidable,adj,unforgettable,B-2
4252,invocar,v,to invoke,A-2
4253,computadora,nf,computer,A-2
4254,ostentar,v,"flaunt, show off",B-2
4255,alambre,nm,wire,B-2
4256,mango,nm,"handle, mango",B-2
4257,configurar,v,"make up, comprise",A-2
4258,rosario,nm,"rosary, beads, string",B-2
4259,reconstrucción,nf,reconstruction,A-2
4260,parroquia,nf,parish,B-2
4261,ruidoso,adj,noisy,B-2
4262,supuestamente,adv,"supposedly, allegedly",A-2
4263,ampliamente,adv,widely,B-2
4264,gigante,adj,gigantic,A-2
4265,prevalecer,v,to prevail,A-3
4266,comprador,nm,buyer,B-2
4267,piedad,nf,"pity, mercy",A-3
4268,semanal,adj,weekly,B-2
4269,clandestino,adj,"undercover, clandestine",A-2
4270,defensivo,adj,defensive,A-2
4271,manual,adj,manual,A-1-a
4272,engendrar,v,"engender, beget",B-2
4273,contagiar,v,"infect, infest",B-2
4274,niebla,nf,fog,B-2
4275,adonde,adv,to where,B-2
4276,consagrar,v,"consecrate, establish",A-3
4277,mixto,adj,"mixed, co-ed",B-2
4278,verbo,nm,verb,A-1-a
4279,cadera,nf,hip,B-2
4280,procesión,nf,procession,A-2
4281,encuesta,nf,"poll, survey, inquiry",B-2
4282,cría,nf,"breeding, raising",B-2
4283,narración,nf,"narration, account",A-2
4284,ramo,nm,"bunch (of flowers), branch",B-2
4285,penal,adj,penal,A-2
4286,traidor,nm,traitor,B-2
4287,catálogo,nm,catalog,A-2
4288,protector,nm,"protector, defender",A-2
4289,amparo,nm,"protection, shelter",B-2
4290,farmacia,nf,"pharmacy, drugstore",A-3
4291,cima,nf,"summit, peak, top",B-2
4292,riñón,nm,kidney,B-2
4293,pintoresco,adj,picturesque,A-2
4294,finca,nf,"property, estate",B-2
4295,calificación,nf,"evaluation, qualification",A-2
4296,caudal,nm,"volume, abundance",B-2
4297,publicitario,adj,advertising,B-2
4298,trastorno,nm,"confusion, trouble, upheaval",B-2
4299,ceñir,v,"adhere to, fit tightly",B-2
4300,jovencito,nm,young person,B-2
4301,incorporación,nf,"inclusion, incorporation",A-2
4302,corral,nm,"corral, yard",B-2
4303,fatiga,nf,fatigue,A-2
4304,virgen,adj,virgin,A-1-b
4305,bruja,nf,"witch, hag",B-2
4306,exploración,nf,exploration,A-2
4307,matrimonial,adj,matrimonial,A-2
4308,equivalente,adj,equivalent,A-2
4309,ilustración,nf,illustration,A-2
4310,cómplice,nc,accomplice,B-2
4311,melodía,nf,melody,A-2
4312,productor,nm,producer,A-2
4313,deseable,adj,desirable,A-3
4314,constatar,v,"prove, verify",B-2
4315,portero,nm/f,"porter, doorkeeper, goalkeeper",A-3
4316,conejo,nm,rabbit,B-2
4317,pasivo,adj,passive,A-2
4318,densidad,nf,"density, thickness",A-2
4319,dispersar,v,"disperse, scatter, spread",A-3
4320,apuesta,nf,"wager, bet",B-2
4321,nacionalidad,nf,nationality,A-2
4322,llamativo,adj,striking,B-2
4323,vacilar,v,"vacillate, hesitate",B-2
4324,mozo,nm,"waiter, youth, bellboy",B-2
4325,capturar,v,to capture,A-2
4326,cuerno,nm,"horn, antler",A-3
4327,remediar,v,"heal, cure",A-3
4328,fiar,v,"vouch for, confide, trust",B-2
4329,desfilar,v,"march, parade",B-2
4330,talla,nf,"size (of clothing), stature",B-2
4331,justificado,adj,"justifiable, justified",A-2
4332,comisario,nm,"commissioner, delegate",B-2
4333,fotográfico,adj,photographic,A-2
4334,acercamiento,nm,"approach, approximation",B-2
4335,desordenado,adj,"messy, confused",B-2
4336,gráfico,adj,"graphic, explicit",A-2
4337,reaparecer,v,to reappear,B-2
4338,revuelto,adj,"confused, messed up",B-2
4339,contorno,nm,"outline, perimeter, edge",A-2
4340,egoísmo,nm,selfishness,B-2
4341,bordo,nm,a bordo: on board,B-2
4342,compensación,nf,compensation,A-2
4343,prohibición,nf,prohibition,A-2
4344,obrar,v,"work, act",B-2
4345,expreso,adj,"express, explicit",A-2
4346,coronar,v,"crown, top",B-2
4347,liquidar,v,"liquidate, sell (off)",A-2
4348,laberinto,nm,"maze, labyrinth",B-2
4349,erótico,adj,erotic,A-2
4350,amenazado,adj,threatened,B-2
4351,inminente,adj,imminent,A-2
4352,eternidad,nf,eternity,A-2
4353,repasar,v,"review, revise",B-2
4354,pastilla,nf,"pill, capsule",B-2
4355,mierda,nf,"shit, crap, excrement",B-2
4356,contienda,nf,"contest, dispute",B-2
4357,imperial,adj,"imperial, imperialist",A-2
4358,inexplicable,adj,unexplainable,A-2
4359,peruano,adj,Peruvian,B-2
4360,experimental,adj,experimental,A-2
4361,chorro,nm,"stream, jet, spurt",B-2
4362,opaco,adj,"dull, opaque, heavy",B-2
4363,clavo,nm,"nail, tack, peg",B-2
4364,sequía,nf,drought,B-2
4365,dinámica,nf,dynamics,A-2
4366,ocio,nm,leisure (time),B-2
4367,normalidad,nf,normality,A-2
4368,intuir,v,to sense,A-3
4369,resonancia,nf,"resonance, repercussion",A-2
4370,devorar,v,"devour, consume",B-2
4371,efímero,adj,"ephemeral, short-lived",B-2
4372,chaqueta,nf,jacket,B-2
4373,aferrar,v,"grasp, clutch",B-2
4374,invertido,adj,"reversed, inverted",A-2
4375,asco,nm,disgust,B-2
4376,consolidar,v,to consolidate,A-2
4377,apresurar,v,"hurry up, speed up",B-2
4378,pleito,nm,"litigation, suit, dispute",B-2
4379,latir,v,beat (heart),B-2
4380,sencillez,nf,simplicity,B-2
4381,transitorio,adj,transitory,A-2
4382,estupidez,nf,"stupidity, stupid thing",B-2
4383,mojado,adj,wet,B-2
4384,descalzo,adj,barefoot,B-2
4385,orientado,adj,"positioned, guided",A-2
4386,senador,nm/f,senator,A-2
4387,rencor,nm,"grudge, spite",B-2
4388,presidencial,adj,presidential,A-2
4389,apurar,v,"speed up, hurry up",B-2
4390,insultar,v,"insult, berate",A-2
4391,brasileño,adj,Brazilian,B-2
4392,sustentar,v,"maintain, support",B-2
4393,probabilidad,nf,probability,A-2
4394,minucioso,adj,"meticulous, thorough",B-2
4395,rústico,adj,"rustic, rural",A-2
4396,gobernante,nc,"ruler, leader",B-2
4397,merced,nf,"favor, mercy",B-2
4398,acariciar,v,"stroke, fondle, caress",B-2
4399,tonelada,nf,ton,B-2
4400,rebelde,nc,"rebel, insurgent",A-1-a
4401,anhelo,nm,"longing, yearning",B-2
4402,princesa,nf,princess,A-2
4403,decididamente,adv,"decidedly, decisively",A-2
4404,embajada,nf,embassy,B-2
4405,apagado,adj,turned off,B-2
4406,bruscamente,adv,"quickly, sharply",B-2
4407,vincular,v,"connect, link, bind",B-2
4408,amargura,nf,"bitterness, sorrow",B-2
4409,fortalecer,v,to fortify,B-2
4410,validez,nf,validity,A-2
4411,tacto,nm,"sense of touch, feel",A-1-b
4412,codo,nm,elbow,B-2
4413,vibrar,v,"vibrate, tremble",A-2
4414,calzar,v,wear (shoes),B-2
4415,chimenea,nf,"chimney, fireplace",B-2
4416,comunitario,adj,of the community,A-2
4417,explícito,adj,explicit,A-2
4418,silvestre,adj,wild,A-3
4419,evaluar,v,"evaluate, assess",A-2
4420,emocionar,v,"move, make, get excited",A-2
4421,editar,v,"edit, publish, release",A-1-a
4422,abanico,nm,"range, (handheld) fan",B-2
4423,fiscal,adj,"fiscal, treasury",A-1-a
4424,espacial,adj,"spatial, space",A-2
4425,violentamente,adv,violently,A-2
4426,medieval,adj,medieval,A-2
4427,camiseta,nf,T-shirt,B-2
4428,honrado,adj,"honest, respectable",B-2
4429,veloz,adj,"fast, quick",B-2
4430,corteza,nf,"bark, crust, rind, peel",B-2
4431,sumergir,v,"submerge, plunge",B-2
4432,cordillera,nf,mountain range,B-2
4433,monótono,adj,monotonous,A-2
4434,longitud,nf,"length, longitude",A-3
4435,espantar,v,"scare, frighten",B-2
4436,imprevisto,adj,"unforeseen, unexpected",B-2
4437,psicología,nf,psychology,A-2
4438,soviético,adj,Soviet,B-2
4439,potencial,adj,potential,A-2
4440,ambulante,adj,traveling,A-3
4441,agrupar,v,(put in) group,B-2
4442,exageración,nf,exaggeration,A-2
4443,apreciación,nf,"appreciation, assessment",A-2
4444,perverso,adj,"perverse, wicked",A-2
4445,estallido,nm,"crash, outbreak, explosion",B-2
4446,ardiente,adj,"passionate, ardent",A-3
4447,talón,nm,"heel, check, coupon, stub",B-2
4448,atener,v,"abide by, comply with",B-2
4449,colchón,nm,mattress,B-2
4450,tenue,adj,"tenuous, flimsy",B-2
4451,tinte,nm,"tint, dye",B-2
4452,indiscutible,adj,"indisputable, unquestionable",B-2
4453,imprenta,nf,printing house,B-2
